x,y,psi,omega,u,v
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.009615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.019231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.028846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.038462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.048077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.057692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.067308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.076923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.086538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.096154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.105769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.115385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.125000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.134615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.144231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.153846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.163462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.173077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.182692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.192308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.201923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.211538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.221154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.230769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.240385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.250000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.259615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.269231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.278846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.288462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.298077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.307692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.317308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.326923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.336538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.346154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.355769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.365385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.375000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.384615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.394231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.403846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.413462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.423077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.432692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.442308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.451923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.461538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.471154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.480769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.490385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.500000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.509615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.519231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.528846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.538462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.548077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.557692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.567308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.576923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.586538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.596154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.605769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.615385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.625000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.634615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.644231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.653846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.663462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.673077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.682692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.692308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.701923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.711538,0.000000,-0.000000,0.000000,0.000000
0.000000,0.721154,0.000000,-0.000000,0.000000,0.000000
0.000000,0.730769,0.000000,-0.000000,0.000000,0.000000
0.000000,0.740385,0.000000,-0.000000,0.000000,0.000000
0.000000,0.750000,0.000000,-0.000000,0.000000,0.000000
0.000000,0.759615,0.000000,-0.000000,0.000000,0.000000
0.000000,0.769231,0.000000,-0.000000,0.000000,0.000000
0.000000,0.778846,0.000000,-0.000000,0.000000,0.000000
0.000000,0.788462,0.000000,-0.000000,0.000000,0.000000
0.000000,0.798077,0.000000,-0.000000,0.000000,0.000000
0.000000,0.807692,0.000000,-0.000000,0.000000,0.000000
0.000000,0.817308,0.000000,-0.000000,0.000000,0.000000
0.000000,0.826923,0.000000,-0.000000,0.000000,0.000000
0.000000,0.836538,0.000000,-0.000000,0.000000,0.000000
